item,itemLabel,startDate,endDate,sourceDate,psid
Q24008059,Vano Zodelava,1998-08-10,2004-04-19,,Q24008059-4a0c2130-43f8-7903-0b01-09c1196748c2
Q324649,Zurab Tchiaberashvili,2004-04-19,2005-07-12,,Q324649-B1C8B9A4-59E5-41FC-BC7A-1A37EF775079
Q969642,Giorgi Ugulava,2005-07-12,2013-12-22,,Q969642-882E8EE9-31A6-4EAC-A72E-B350BC1E2B27
Q24008070,Sevdia Ugrekhelidze,2013-12-22,2014-08-02,,Q24008070-BA7F1FDF-09D2-47A2-8086-A370174B8905
Q17481730,Davit Narmania,2014-08-02,2017-11-13,,Q17481730-1480D71D-1D45-4527-A10E-10BC195F91F6
Q192031,Kakha Kaladze,2017-11-13,,,Q192031-6c0af126-4e99-b0f7-621b-658eba8b293f
