item,itemLabel,startDate,endDate,sourceDate,psid
Q312493,Zurab Zhvania,1995-11-25,2001-11-01,,q312493-653FCB26-4B09-4EEF-A40E-0466E52A2519
Q229493,Nino Burjanadze,2001-11-09,2008-06-07,,q229493-31900226-6A04-4976-BDCC-49FF4D43F7DD
Q673705,David Bakradze,2008-06-07,2012-10-21,,Q673705-CA5564DD-A51E-4B7B-A632-4E8442E55EC3
Q1178707,David Usupashvili,2012-10-21,2016-11-18,,Q1178707-327F80CD-B269-4C64-B607-6B2F65BBF85B
Q27885302,Irakli Kobakhidze,2016-11-18,2019-06-21,,Q27885302-5F99784A-E7FD-4130-B31A-2C2EE644E456
Q64760798,Tamar Chugoshvili,2019-06-21,2019-06-25,,Q64760798-F2A236D8-BC73-49D3-A03D-7BF4616AB4D0
Q64827520,Archil Talakvadze,2019-06-25,2021-04-24,,Q64827520-09A10DB6-2FC8-4CC4-BBEC-5CDB1A3BDA27
Q31355070,Kakha Kuchava,2021-04-27,2021-12-24,,Q31355070-B025CD05-7D73-4323-B741-92C40F23A162
Q106528743,Shalva Papuashvili,2021-12-29,,,Q106528743-39ea774e-4b7e-7030-3340-11c82b38c98a
